Date,Close,High
2023-07-21 10:30:00,72.8,73.4
2023-07-21 10:45:00,73.3,73.5
2023-07-21 11:00:00,73.3,73.5
2023-07-21 11:15:00,73.4,73.4
2023-07-21 11:30:00,73.0,73.4
2023-07-21 11:45:00,72.8,73.0
2023-07-21 12:00:00,73.1,73.2
2023-07-21 12:15:00,72.8,73.2
2023-07-21 12:30:00,72.9,72.9
2023-07-21 12:45:00,73.0,73.2
2023-07-21 13:00:00,72.8,73.3
2023-07-21 13:15:00,72.3,72.8
2023-07-21 13:30:00,72.1,72.4
2023-07-21 13:45:00,71.4,72.1
2023-07-21 14:00:00,71.6,71.8
2023-07-21 14:15:00,71.6,71.7
2023-07-21 14:30:00,71.7,71.8
2023-07-21 14:45:00,71.4,71.8
2023-07-21 15:00:00,72.2,72.2
2023-07-21 15:15:00,72.5,72.5
2023-07-21 15:30:00,71.9,72.5
2023-07-21 15:45:00,72.1,72.2
2023-07-21 16:00:00,72.0,72.1
2023-07-21 16:15:00,71.7,72.1
2023-07-21 16:30:00,71.3,71.8
2023-07-21 16:45:00,71.1,71.5
2023-07-21 17:00:00,71.4,71.6
2023-07-21 17:15:00,71.7,71.7
2023-07-21 17:30:00,71.4,71.7
2023-07-21 17:45:00,71.5,71.6
2023-07-21 18:00:00,71.7,71.7
2023-07-21 18:15:00,71.5,71.7
2023-07-21 18:30:00,71.3,71.5
2023-07-21 18:45:00,70.6,71.4
2023-07-21 19:00:00,71.3,71.4
2023-07-21 19:15:00,71.6,71.6
2023-07-21 19:30:00,71.5,71.9
2023-07-21 19:45:00,71.6,71.8
2023-07-21 20:00:00,71.4,71.7
2023-07-21 20:15:00,71.1,71.4
2023-07-21 20:30:00,71.3,71.4
2023-07-21 20:45:00,71.4,71.6
2023-07-21 21:00:00,71.2,71.6
2023-07-21 21:15:00,71.5,71.5
2023-07-21 21:30:00,71.9,71.9
2023-07-21 21:45:00,71.8,72.0
2023-07-21 22:00:00,71.6,71.8
2023-07-21 22:15:00,71.4,71.7
2023-07-21 22:30:00,71.5,71.5
2023-07-21 22:45:00,71.5,71.7
2023-07-21 23:00:00,72.0,72.0
2023-07-21 23:15:00,72.3,72.3
2023-07-21 23:30:00,72.9,73.0
2023-07-21 23:45:00,72.9,73.0
2023-07-22 00:00:00,72.5,73.0
2023-07-22 00:15:00,72.6,72.7
2023-07-22 00:30:00,72.7,72.7
2023-07-22 00:45:00,72.5,72.7
2023-07-22 01:00:00,72.3,72.6
2023-07-22 01:15:00,72.1,72.4
2023-07-22 01:30:00,72.2,72.3
2023-07-22 01:45:00,72.3,72.4
2023-07-22 02:00:00,72.6,72.7
2023-07-22 02:15:00,72.7,72.7
2023-07-22 02:30:00,72.7,72.7
2023-07-22 02:45:00,72.5,72.5
2023-07-22 03:00:00,73.0,73.0
2023-07-22 03:15:00,73.0,73.0
2023-07-22 03:30:00,73.0,73.0
2023-07-22 03:45:00,72.5,73.0
2023-07-22 04:00:00,71.9,72.5
2023-07-22 04:15:00,72.2,72.3
2023-07-22 04:30:00,72.1,72.2
2023-07-22 04:45:00,72.1,72.2
2023-07-22 05:00:00,71.9,72.2
2023-07-22 05:15:00,72.0,72.1
2023-07-22 05:30:00,72.0,72.1
2023-07-22 05:45:00,72.1,72.2
2023-07-22 06:00:00,72.2,72.2
2023-07-22 06:15:00,72.1,72.3
2023-07-22 06:30:00,72.0,72.1
2023-07-22 06:45:00,72.0,72.0
2023-07-22 07:00:00,72.2,72.2
2023-07-22 07:15:00,72.3,72.3
2023-07-22 07:30:00,72.4,72.4
2023-07-22 07:45:00,72.4,72.5
2023-07-22 08:00:00,72.5,72.5
2023-07-22 08:15:00,72.3,72.5
2023-07-22 08:30:00,72.1,72.3
2023-07-22 08:45:00,72.1,72.1
2023-07-22 09:00:00,71.8,72.0
2023-07-22 09:15:00,71.7,72.1
2023-07-22 09:30:00,71.7,71.9
2023-07-22 09:45:00,71.8,71.9
2023-07-22 10:00:00,71.7,71.8
2023-07-22 10:15:00,71.5,71.7
2023-07-22 10:30:00,71.1,71.4
2023-07-22 10:45:00,70.8,71.2
2023-07-22 11:00:00,70.8,71.0
2023-07-22 11:15:00,70.6,70.8
2023-07-22 11:30:00,70.7,71.0
2023-07-22 11:45:00,70.8,71.0
2023-07-22 12:00:00,70.8,70.9
2023-07-22 12:15:00,71.4,71.4
2023-07-22 12:30:00,71.5,71.5
2023-07-22 12:45:00,71.2,71.6
2023-07-22 13:00:00,71.2,71.3
2023-07-22 13:15:00,71.4,71.5
2023-07-22 13:30:00,71.5,71.6
2023-07-22 13:45:00,71.3,71.5
2023-07-22 14:00:00,71.1,71.3
2023-07-22 14:15:00,71.1,71.2
2023-07-22 14:30:00,71.0,71.1
2023-07-22 14:45:00,70.9,71.0
2023-07-22 15:00:00,70.8,71.0
2023-07-22 15:15:00,70.6,70.9
2023-07-22 15:30:00,70.5,70.8
2023-07-22 15:45:00,70.6,70.7
2023-07-22 16:00:00,70.4,70.6
2023-07-22 16:15:00,70.2,70.4
2023-07-22 16:30:00,70.6,70.6
2023-07-22 16:45:00,70.5,70.7
2023-07-22 17:00:00,70.3,70.5
2023-07-22 17:15:00,71.1,71.2
2023-07-22 17:30:00,71.1,71.1
2023-07-22 17:45:00,71.0,71.0
2023-07-22 18:00:00,70.7,70.9
2023-07-22 18:15:00,70.6,70.8
2023-07-22 18:30:00,70.9,70.9
2023-07-22 18:45:00,70.5,70.9
2023-07-22 19:00:00,70.3,70.6
2023-07-22 19:15:00,70.4,70.4
2023-07-22 19:30:00,70.4,70.5
2023-07-22 19:45:00,70.5,70.5
2023-07-22 20:00:00,70.3,70.5
2023-07-22 20:15:00,70.4,70.5
2023-07-22 20:30:00,70.3,70.4
2023-07-22 20:45:00,70.3,70.4
2023-07-22 21:00:00,70.3,70.4
2023-07-22 21:15:00,70.4,70.5
2023-07-22 21:30:00,70.5,70.6
2023-07-22 21:45:00,70.4,70.6
2023-07-22 22:00:00,70.4,70.4
2023-07-22 22:15:00,70.7,70.8
2023-07-22 22:30:00,70.5,70.8
2023-07-22 22:45:00,70.6,70.7
2023-07-22 23:00:00,70.6,70.7
2023-07-22 23:15:00,70.6,70.6
2023-07-22 23:30:00,70.6,70.6
2023-07-22 23:45:00,70.6,70.6
2023-07-23 00:00:00,70.6,70.7
2023-07-23 00:15:00,70.5,70.6
2023-07-23 00:30:00,70.4,70.6
2023-07-23 00:45:00,70.4,70.4
2023-07-23 01:00:00,70.3,70.5
2023-07-23 01:15:00,70.4,70.4
2023-07-23 01:30:00,70.6,70.6
2023-07-23 01:45:00,70.7,70.8
2023-07-23 02:00:00,70.6,70.7
2023-07-23 02:15:00,70.7,70.7
2023-07-23 02:30:00,70.5,70.6
2023-07-23 02:45:00,70.5,70.6
2023-07-23 03:00:00,70.3,70.6
2023-07-23 03:15:00,70.0,70.3
2023-07-23 03:30:00,70.1,70.2
2023-07-23 03:45:00,70.0,70.1
2023-07-23 04:00:00,70.1,70.2
2023-07-23 04:15:00,70.1,70.1
2023-07-23 04:30:00,70.0,70.0
2023-07-23 04:45:00,70.1,70.1
2023-07-23 05:00:00,70.1,70.3
2023-07-23 05:15:00,70.4,70.4
2023-07-23 05:30:00,70.5,70.5
2023-07-23 05:45:00,70.4,70.5
2023-07-23 06:00:00,70.5,70.6
2023-07-23 06:15:00,70.4,70.6
2023-07-23 06:30:00,70.6,70.7
2023-07-23 06:45:00,70.4,70.7
2023-07-23 07:00:00,70.4,70.6
2023-07-23 07:15:00,70.4,70.5
2023-07-23 07:30:00,70.4,70.6
2023-07-23 07:45:00,70.1,70.4
2023-07-23 08:00:00,69.8,70.1
2023-07-23 08:15:00,69.1,69.9
2023-07-23 08:30:00,69.5,69.6
2023-07-23 08:45:00,69.8,69.8
2023-07-23 09:00:00,69.1,69.8
2023-07-23 09:15:00,69.1,69.2
2023-07-23 09:30:00,68.8,69.1
2023-07-23 09:45:00,68.6,68.9
2023-07-23 10:00:00,68.9,69.0
2023-07-23 10:15:00,68.9,69.0
2023-07-23 10:30:00,68.9,69.0
2023-07-23 10:45:00,68.9,69.0
2023-07-23 11:00:00,68.9,69.1
2023-07-23 11:15:00,69.3,69.3
2023-07-23 11:30:00,69.3,69.4
2023-07-23 11:45:00,69.2,69.3
2023-07-23 12:00:00,69.2,69.4
2023-07-23 12:15:00,69.1,69.4
2023-07-23 12:30:00,69.2,69.2
2023-07-23 12:45:00,69.2,69.2
2023-07-23 13:00:00,69.1,69.3
2023-07-23 13:15:00,69.0,69.2
2023-07-23 13:30:00,69.0,69.3
2023-07-23 13:45:00,69.0,69.3
2023-07-23 14:00:00,69.1,69.2
2023-07-23 14:15:00,69.5,69.5
2023-07-23 14:30:00,69.3,69.5
2023-07-23 14:45:00,69.2,69.4
2023-07-23 15:00:00,68.9,69.2
2023-07-23 15:15:00,69.0,69.0
2023-07-23 15:30:00,69.0,69.2
2023-07-23 15:45:00,69.0,69.1
2023-07-23 16:00:00,69.0,69.1
2023-07-23 16:15:00,68.8,69.0
